episode,method,label,task_completion_rate,task_completion_time_ratio,energy_consumption_index
33000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.626085,0.762089,0.723014
33100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.629899,0.760814,0.722422
33200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.633036,0.760033,0.722113
33300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.632829,0.761161,0.723246
33400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.629087,0.764340,0.725939
33500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.636856,0.761281,0.723410
33600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.633858,0.764219,0.725677
33700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.634310,0.765285,0.726305
33800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.633675,0.766994,0.727358
33900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.633194,0.768653,0.728276
34000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.638828,0.766937,0.726348
34100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.642634,0.766211,0.725151
34200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.642966,0.767383,0.725441
34300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.642933,0.768732,0.725817
34400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.640112,0.771495,0.727302
34500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.640676,0.772413,0.727240
34600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.644320,0.771421,0.725588
34700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.634726,0.777704,0.729872
34800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.643918,0.773489,0.725559
34900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.644131,0.774144,0.725234
35000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.640954,0.776532,0.726340
35100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.641470,0.776693,0.725644
35200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.637482,0.779217,0.726912
35300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.628426,0.784408,0.730399
35400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.627527,0.784940,0.730117
35500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.639648,0.778134,0.723880
35600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.635940,0.779979,0.724777
35700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.633139,0.781071,0.725115
35800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.631205,0.781627,0.725078
35900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.624187,0.784814,0.727255
36000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.634560,0.778323,0.721580
36100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.627508,0.781284,0.723702
36200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.625678,0.781317,0.723493
36300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.619962,0.783390,0.725015
36400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.622535,0.780815,0.722795
36500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.622248,0.779751,0.721868
36600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.615747,0.782080,0.723770
36700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.616519,0.780363,0.722412
36800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.620438,0.776956,0.719714
36900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.616415,0.777865,0.720587
37000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.618702,0.775369,0.718707
37100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.610634,0.778560,0.721508
37200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.611189,0.777094,0.720521
37300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.608859,0.777286,0.720906
37400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.608330,0.776575,0.720562
37500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.607073,0.776332,0.720607
37600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.605379,0.776456,0.720951
37700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.605734,0.775590,0.720480
37800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.594725,0.781107,0.725220
37900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.599899,0.777788,0.722719
38000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.596614,0.779336,0.724182
38100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.591956,0.781789,0.726366
38200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.595506,0.779819,0.724909
38300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.602121,0.776326,0.722183
38400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.598028,0.778885,0.724385
38500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.597815,0.779438,0.724920
38600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.595411,0.781351,0.726546
38700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.597878,0.780724,0.726071
38800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.597876,0.781572,0.726783
38900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.597568,0.782671,0.727681
39000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.596504,0.784312,0.729010
39100,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.597505,0.784894,0.729459
39200,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.598075,0.785800,0.730168
39300,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.599506,0.786295,0.730535
39400,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.602673,0.785882,0.730161
39500,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.599499,0.788971,0.732659
39600,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.602653,0.788609,0.732343
39700,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.601299,0.790711,0.734058
39800,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.597822,0.793992,0.736757
39900,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.604146,0.791797,0.734999
40000,paper4_deep_tanet_td3_multi_uav,TANet-TD3,0.602727,0.793841,0.736736
1,proposed_adaptive_hgrl,Proposed,0.170738,0.909247,0.859556
100,proposed_adaptive_hgrl,Proposed,0.162851,0.906927,0.856657
200,proposed_adaptive_hgrl,Proposed,0.172292,0.904475,0.853553
300,proposed_adaptive_hgrl,Proposed,0.184573,0.900563,0.849183
400,proposed_adaptive_hgrl,Proposed,0.191937,0.899305,0.846927
500,proposed_adaptive_hgrl,Proposed,0.195721,0.898626,0.845102
600,proposed_adaptive_hgrl,Proposed,0.207672,0.893255,0.839412
700,proposed_adaptive_hgrl,Proposed,0.209595,0.893349,0.838182
800,proposed_adaptive_hgrl,Proposed,0.219246,0.889145,0.833439
900,proposed_adaptive_hgrl,Proposed,0.230304,0.884016,0.827959
1000,proposed_adaptive_hgrl,Proposed,0.228717,0.885955,0.828294
1100,proposed_adaptive_hgrl,Proposed,0.239437,0.880466,0.822598
1200,proposed_adaptive_hgrl,Proposed,0.247846,0.876464,0.818177
1300,proposed_adaptive_hgrl,Proposed,0.263130,0.868365,0.810475
1400,proposed_adaptive_hgrl,Proposed,0.266774,0.866729,0.808142
1500,proposed_adaptive_hgrl,Proposed,0.278508,0.860271,0.801954
1600,proposed_adaptive_hgrl,Proposed,0.283037,0.857973,0.799270
1700,proposed_adaptive_hgrl,Proposed,0.290282,0.853568,0.794966
1800,proposed_adaptive_hgrl,Proposed,0.290900,0.852973,0.793891
1900,proposed_adaptive_hgrl,Proposed,0.300685,0.846965,0.788503
2000,proposed_adaptive_hgrl,Proposed,0.315888,0.838132,0.780922
2100,proposed_adaptive_hgrl,Proposed,0.316623,0.836973,0.779738
2200,proposed_adaptive_hgrl,Proposed,0.327379,0.830838,0.774603
2300,proposed_adaptive_hgrl,Proposed,0.329415,0.828116,0.772378
2400,proposed_adaptive_hgrl,Proposed,0.343976,0.819203,0.765203
2500,proposed_adaptive_hgrl,Proposed,0.351517,0.813888,0.761082
2600,proposed_adaptive_hgrl,Proposed,0.365419,0.805207,0.754314
2700,proposed_adaptive_hgrl,Proposed,0.372571,0.800095,0.750565
2800,proposed_adaptive_hgrl,Proposed,0.379697,0.795042,0.746958
2900,proposed_adaptive_hgrl,Proposed,0.383051,0.792073,0.745139
3000,proposed_adaptive_hgrl,Proposed,0.394317,0.784593,0.739706
3100,proposed_adaptive_hgrl,Proposed,0.402718,0.778802,0.735722
3200,proposed_adaptive_hgrl,Proposed,0.407371,0.775075,0.733483
3300,proposed_adaptive_hgrl,Proposed,0.411771,0.771636,0.731527
3400,proposed_adaptive_hgrl,Proposed,0.420977,0.765611,0.727490
3500,proposed_adaptive_hgrl,Proposed,0.427089,0.761421,0.724982
3600,proposed_adaptive_hgrl,Proposed,0.439633,0.753593,0.719512
3700,proposed_adaptive_hgrl,Proposed,0.439979,0.752733,0.719750
3800,proposed_adaptive_hgrl,Proposed,0.443677,0.750258,0.718661
3900,proposed_adaptive_hgrl,Proposed,0.455036,0.743487,0.714045
4000,proposed_adaptive_hgrl,Proposed,0.460599,0.740092,0.712168
4100,proposed_adaptive_hgrl,Proposed,0.464925,0.737506,0.710922
4200,proposed_adaptive_hgrl,Proposed,0.474102,0.732463,0.707629
4300,proposed_adaptive_hgrl,Proposed,0.487179,0.725435,0.702667
4400,proposed_adaptive_hgrl,Proposed,0.491080,0.723615,0.701915
4500,proposed_adaptive_hgrl,Proposed,0.496042,0.721222,0.700639
4600,proposed_adaptive_hgrl,Proposed,0.495322,0.722203,0.702065
4700,proposed_adaptive_hgrl,Proposed,0.509124,0.715260,0.696945
4800,proposed_adaptive_hgrl,Proposed,0.515377,0.712698,0.695344
4900,proposed_adaptive_hgrl,Proposed,0.521629,0.710218,0.693746
5000,proposed_adaptive_hgrl,Proposed,0.521249,0.711470,0.695136
5100,proposed_adaptive_hgrl,Proposed,0.528708,0.708447,0.692963
5200,proposed_adaptive_hgrl,Proposed,0.531526,0.708213,0.693008
5300,proposed_adaptive_hgrl,Proposed,0.539164,0.705267,0.690773
5400,proposed_adaptive_hgrl,Proposed,0.543384,0.704314,0.690111
5500,proposed_adaptive_hgrl,Proposed,0.553819,0.699941,0.686597
5600,proposed_adaptive_hgrl,Proposed,0.553644,0.701520,0.687904
5700,proposed_adaptive_hgrl,Proposed,0.558490,0.700210,0.686802
5800,proposed_adaptive_hgrl,Proposed,0.562394,0.699499,0.686150
5900,proposed_adaptive_hgrl,Proposed,0.561369,0.701453,0.687646
6000,proposed_adaptive_hgrl,Proposed,0.569286,0.698584,0.685166
6100,proposed_adaptive_hgrl,Proposed,0.568478,0.700239,0.686366
6200,proposed_adaptive_hgrl,Proposed,0.581820,0.694089,0.681162
6300,proposed_adaptive_hgrl,Proposed,0.584373,0.693809,0.680751
6400,proposed_adaptive_hgrl,Proposed,0.586060,0.693945,0.680675
6500,proposed_adaptive_hgrl,Proposed,0.583054,0.696616,0.682673
6600,proposed_adaptive_hgrl,Proposed,0.585380,0.696111,0.682077
6700,proposed_adaptive_hgrl,Proposed,0.587354,0.695662,0.681536
6800,proposed_adaptive_hgrl,Proposed,0.592556,0.693381,0.679510
6900,proposed_adaptive_hgrl,Proposed,0.596550,0.691577,0.677890
7000,proposed_adaptive_hgrl,Proposed,0.598429,0.690795,0.677125
7100,proposed_adaptive_hgrl,Proposed,0.600355,0.689882,0.676275
7200,proposed_adaptive_hgrl,Proposed,0.602911,0.688392,0.674975
7300,proposed_adaptive_hgrl,Proposed,0.610270,0.684191,0.671480
7400,proposed_adaptive_hgrl,Proposed,0.612624,0.682529,0.670087
7500,proposed_adaptive_hgrl,Proposed,0.608153,0.684553,0.671732
7600,proposed_adaptive_hgrl,Proposed,0.608150,0.683930,0.671232
7700,proposed_adaptive_hgrl,Proposed,0.613901,0.680052,0.668090
7800,proposed_adaptive_hgrl,Proposed,0.610707,0.680999,0.668912
7900,proposed_adaptive_hgrl,Proposed,0.615771,0.677233,0.665892
8000,proposed_adaptive_hgrl,Proposed,0.612609,0.677970,0.666568
8100,proposed_adaptive_hgrl,Proposed,0.620372,0.672551,0.662213
8200,proposed_adaptive_hgrl,Proposed,0.623422,0.669727,0.659984
8300,proposed_adaptive_hgrl,Proposed,0.625477,0.667376,0.658140
8400,proposed_adaptive_hgrl,Proposed,0.622853,0.667566,0.658369
8500,proposed_adaptive_hgrl,Proposed,0.630054,0.662342,0.654158
8600,proposed_adaptive_hgrl,Proposed,0.622691,0.665140,0.656495
8700,proposed_adaptive_hgrl,Proposed,0.628108,0.660860,0.653020
8800,proposed_adaptive_hgrl,Proposed,0.631318,0.657917,0.650616
8900,proposed_adaptive_hgrl,Proposed,0.631287,0.656754,0.649639
9000,proposed_adaptive_hgrl,Proposed,0.633647,0.654669,0.647877
9100,proposed_adaptive_hgrl,Proposed,0.629306,0.655758,0.648678
9200,proposed_adaptive_hgrl,Proposed,0.631109,0.653835,0.646977
9300,proposed_adaptive_hgrl,Proposed,0.637174,0.649658,0.643393
9400,proposed_adaptive_hgrl,Proposed,0.641778,0.646547,0.640641
9500,proposed_adaptive_hgrl,Proposed,0.637813,0.648150,0.641705
9600,proposed_adaptive_hgrl,Proposed,0.645343,0.643509,0.637621
9700,proposed_adaptive_hgrl,Proposed,0.645040,0.643408,0.637213
9800,proposed_adaptive_hgrl,Proposed,0.649337,0.640859,0.634764
9900,proposed_adaptive_hgrl,Proposed,0.645771,0.642833,0.635981
10000,proposed_adaptive_hgrl,Proposed,0.656606,0.637009,0.630786
10100,proposed_adaptive_hgrl,Proposed,0.656038,0.637621,0.630830
10200,proposed_adaptive_hgrl,Proposed,0.658989,0.636407,0.629359
10300,proposed_adaptive_hgrl,Proposed,0.658893,0.637043,0.629383
10400,proposed_adaptive_hgrl,Proposed,0.664079,0.634871,0.627100
10500,proposed_adaptive_hgrl,Proposed,0.663175,0.636203,0.627680
10600,proposed_adaptive_hgrl,Proposed,0.671144,0.632738,0.624338
10700,proposed_adaptive_hgrl,Proposed,0.675624,0.631351,0.622707
10800,proposed_adaptive_hgrl,Proposed,0.675067,0.632779,0.623397
10900,proposed_adaptive_hgrl,Proposed,0.675796,0.633630,0.623641
11000,proposed_adaptive_hgrl,Proposed,0.687370,0.628519,0.619042
11100,proposed_adaptive_hgrl,Proposed,0.679002,0.634443,0.623512
11200,proposed_adaptive_hgrl,Proposed,0.690082,0.629703,0.619308
11300,proposed_adaptive_hgrl,Proposed,0.687318,0.632597,0.621406
11400,proposed_adaptive_hgrl,Proposed,0.699600,0.627227,0.616807
11500,proposed_adaptive_hgrl,Proposed,0.699361,0.628718,0.617891
11600,proposed_adaptive_hgrl,Proposed,0.702678,0.628250,0.617449
11700,proposed_adaptive_hgrl,Proposed,0.700164,0.630934,0.619666
11800,proposed_adaptive_hgrl,Proposed,0.715756,0.623581,0.613757
11900,proposed_adaptive_hgrl,Proposed,0.717535,0.623721,0.614068
12000,proposed_adaptive_hgrl,Proposed,0.722666,0.621958,0.612912
12100,proposed_adaptive_hgrl,Proposed,0.718476,0.625210,0.615951
12200,proposed_adaptive_hgrl,Proposed,0.725124,0.622383,0.614109
12300,proposed_adaptive_hgrl,Proposed,0.730559,0.620110,0.612812
12400,proposed_adaptive_hgrl,Proposed,0.727947,0.622174,0.615153
12500,proposed_adaptive_hgrl,Proposed,0.732256,0.620209,0.614283
12600,proposed_adaptive_hgrl,Proposed,0.735797,0.618540,0.613736
12700,proposed_adaptive_hgrl,Proposed,0.747304,0.612416,0.609620
12800,proposed_adaptive_hgrl,Proposed,0.748175,0.611924,0.610182
12900,proposed_adaptive_hgrl,Proposed,0.754893,0.608075,0.608057
13000,proposed_adaptive_hgrl,Proposed,0.755698,0.607288,0.608491
13100,proposed_adaptive_hgrl,Proposed,0.756940,0.606216,0.608733
13200,proposed_adaptive_hgrl,Proposed,0.761768,0.602985,0.607241
13300,proposed_adaptive_hgrl,Proposed,0.766618,0.599705,0.605729
13400,proposed_adaptive_hgrl,Proposed,0.764047,0.600278,0.607378
13500,proposed_adaptive_hgrl,Proposed,0.776480,0.592457,0.602156
13600,proposed_adaptive_hgrl,Proposed,0.773752,0.592907,0.603685
13700,proposed_adaptive_hgrl,Proposed,0.776060,0.590574,0.602907
13800,proposed_adaptive_hgrl,Proposed,0.782248,0.585996,0.600250
13900,proposed_adaptive_hgrl,Proposed,0.781998,0.584899,0.600386
14000,proposed_adaptive_hgrl,Proposed,0.782787,0.583223,0.599981
14100,proposed_adaptive_hgrl,Proposed,0.787866,0.579105,0.597498
14200,proposed_adaptive_hgrl,Proposed,0.783081,0.580467,0.599407
14300,proposed_adaptive_hgrl,Proposed,0.787351,0.576843,0.597136
14400,proposed_adaptive_hgrl,Proposed,0.793285,0.572289,0.593991
14500,proposed_adaptive_hgrl,Proposed,0.794397,0.570448,0.592945
14600,proposed_adaptive_hgrl,Proposed,0.790735,0.571324,0.593993
14700,proposed_adaptive_hgrl,Proposed,0.799439,0.565460,0.589391
14800,proposed_adaptive_hgrl,Proposed,0.803166,0.562403,0.586945
14900,proposed_adaptive_hgrl,Proposed,0.798059,0.564295,0.588405
15000,proposed_adaptive_hgrl,Proposed,0.802218,0.561168,0.585612
15100,proposed_adaptive_hgrl,Proposed,0.808041,0.557315,0.582078
15200,proposed_adaptive_hgrl,Proposed,0.798064,0.562260,0.585596
15300,proposed_adaptive_hgrl,Proposed,0.806034,0.557702,0.581196
15400,proposed_adaptive_hgrl,Proposed,0.805890,0.557281,0.580042
15500,proposed_adaptive_hgrl,Proposed,0.804409,0.557987,0.579677
15600,proposed_adaptive_hgrl,Proposed,0.802246,0.559192,0.579593
15700,proposed_adaptive_hgrl,Proposed,0.806739,0.556931,0.576558
15800,proposed_adaptive_hgrl,Proposed,0.812092,0.554312,0.573123
15900,proposed_adaptive_hgrl,Proposed,0.809036,0.556460,0.573494
16000,proposed_adaptive_hgrl,Proposed,0.806323,0.558544,0.573732
16100,proposed_adaptive_hgrl,Proposed,0.802290,0.561502,0.574617
16200,proposed_adaptive_hgrl,Proposed,0.802169,0.562407,0.573771
16300,proposed_adaptive_hgrl,Proposed,0.804563,0.562061,0.571864
16400,proposed_adaptive_hgrl,Proposed,0.804381,0.563217,0.571168
16500,proposed_adaptive_hgrl,Proposed,0.805285,0.563880,0.570066
16600,proposed_adaptive_hgrl,Proposed,0.801702,0.567072,0.571049
16700,proposed_adaptive_hgrl,Proposed,0.800375,0.569069,0.571086
16800,proposed_adaptive_hgrl,Proposed,0.807192,0.566634,0.567548
16900,proposed_adaptive_hgrl,Proposed,0.808920,0.567032,0.566396
17000,proposed_adaptive_hgrl,Proposed,0.800065,0.573295,0.570126
17100,proposed_adaptive_hgrl,Proposed,0.803315,0.572866,0.568481
17200,proposed_adaptive_hgrl,Proposed,0.807161,0.572047,0.566634
17300,proposed_adaptive_hgrl,Proposed,0.806066,0.573915,0.567114
17400,proposed_adaptive_hgrl,Proposed,0.797901,0.579665,0.570914
17500,proposed_adaptive_hgrl,Proposed,0.799464,0.579972,0.570416
17600,proposed_adaptive_hgrl,Proposed,0.803433,0.578896,0.568950
17700,proposed_adaptive_hgrl,Proposed,0.798617,0.582506,0.571492
17800,proposed_adaptive_hgrl,Proposed,0.797681,0.583929,0.572424
17900,proposed_adaptive_hgrl,Proposed,0.799306,0.583764,0.572242
18000,proposed_adaptive_hgrl,Proposed,0.793908,0.587374,0.575336
18100,proposed_adaptive_hgrl,Proposed,0.794078,0.587799,0.576014
18200,proposed_adaptive_hgrl,Proposed,0.795969,0.587091,0.575953
18300,proposed_adaptive_hgrl,Proposed,0.795739,0.587429,0.576931
18400,proposed_adaptive_hgrl,Proposed,0.796869,0.586855,0.577345
18500,proposed_adaptive_hgrl,Proposed,0.798315,0.586044,0.577736
18600,proposed_adaptive_hgrl,Proposed,0.798561,0.585626,0.578614
18700,proposed_adaptive_hgrl,Proposed,0.796890,0.586218,0.580470
18800,proposed_adaptive_hgrl,Proposed,0.802604,0.582520,0.578957
18900,proposed_adaptive_hgrl,Proposed,0.803969,0.581110,0.579442
19000,proposed_adaptive_hgrl,Proposed,0.795506,0.585013,0.584386
19100,proposed_adaptive_hgrl,Proposed,0.798745,0.582325,0.584030
19200,proposed_adaptive_hgrl,Proposed,0.800558,0.580351,0.584334
19300,proposed_adaptive_hgrl,Proposed,0.797860,0.580781,0.586662
19400,proposed_adaptive_hgrl,Proposed,0.801119,0.577805,0.586240
19500,proposed_adaptive_hgrl,Proposed,0.802374,0.575901,0.586711
19600,proposed_adaptive_hgrl,Proposed,0.810254,0.570322,0.584170
19700,proposed_adaptive_hgrl,Proposed,0.804680,0.572082,0.587609
19800,proposed_adaptive_hgrl,Proposed,0.809167,0.568267,0.586440
19900,proposed_adaptive_hgrl,Proposed,0.811897,0.565471,0.586038
20000,proposed_adaptive_hgrl,Proposed,0.810327,0.565055,0.587497
20100,proposed_adaptive_hgrl,Proposed,0.812986,0.562374,0.586998
20200,proposed_adaptive_hgrl,Proposed,0.812518,0.561362,0.587739
20300,proposed_adaptive_hgrl,Proposed,0.815675,0.558486,0.586815
20400,proposed_adaptive_hgrl,Proposed,0.818207,0.555994,0.586049
20500,proposed_adaptive_hgrl,Proposed,0.824642,0.551504,0.583477
20600,proposed_adaptive_hgrl,Proposed,0.826398,0.549648,0.582878
20700,proposed_adaptive_hgrl,Proposed,0.825445,0.549596,0.583562
20800,proposed_adaptive_hgrl,Proposed,0.825922,0.548524,0.583209
20900,proposed_adaptive_hgrl,Proposed,0.828231,0.546755,0.582079
21000,proposed_adaptive_hgrl,Proposed,0.829910,0.545486,0.581145
21100,proposed_adaptive_hgrl,Proposed,0.828862,0.545869,0.581348
21200,proposed_adaptive_hgrl,Proposed,0.839550,0.539953,0.576184
21300,proposed_adaptive_hgrl,Proposed,0.832950,0.543650,0.578673
21400,proposed_adaptive_hgrl,Proposed,0.837937,0.541118,0.575859
21500,proposed_adaptive_hgrl,Proposed,0.843605,0.538350,0.572652
21600,proposed_adaptive_hgrl,Proposed,0.846252,0.537461,0.570791
21700,proposed_adaptive_hgrl,Proposed,0.843149,0.539784,0.571379
21800,proposed_adaptive_hgrl,Proposed,0.846849,0.538519,0.568865
21900,proposed_adaptive_hgrl,Proposed,0.848296,0.538619,0.567314
22000,proposed_adaptive_hgrl,Proposed,0.856547,0.535057,0.562634
22100,proposed_adaptive_hgrl,Proposed,0.861282,0.533545,0.559511
22200,proposed_adaptive_hgrl,Proposed,0.854510,0.538432,0.561527
22300,proposed_adaptive_hgrl,Proposed,0.860468,0.536448,0.557844
22400,proposed_adaptive_hgrl,Proposed,0.855056,0.540724,0.559224
22500,proposed_adaptive_hgrl,Proposed,0.868909,0.534373,0.551876
22600,proposed_adaptive_hgrl,Proposed,0.869016,0.535636,0.550744
22700,proposed_adaptive_hgrl,Proposed,0.868501,0.537264,0.549921
22800,proposed_adaptive_hgrl,Proposed,0.872838,0.536259,0.546975
22900,proposed_adaptive_hgrl,Proposed,0.873161,0.537373,0.545817
23000,proposed_adaptive_hgrl,Proposed,0.869353,0.540694,0.546540
23100,proposed_adaptive_hgrl,Proposed,0.878418,0.536898,0.541536
23200,proposed_adaptive_hgrl,Proposed,0.876152,0.539268,0.541693
23300,proposed_adaptive_hgrl,Proposed,0.873850,0.541615,0.541965
23400,proposed_adaptive_hgrl,Proposed,0.873209,0.542878,0.541502
23500,proposed_adaptive_hgrl,Proposed,0.884855,0.537289,0.535600
23600,proposed_adaptive_hgrl,Proposed,0.885364,0.537649,0.534745
23700,proposed_adaptive_hgrl,Proposed,0.885225,0.538314,0.534332
23800,proposed_adaptive_hgrl,Proposed,0.880427,0.541354,0.536065
23900,proposed_adaptive_hgrl,Proposed,0.886584,0.538430,0.533128
24000,proposed_adaptive_hgrl,Proposed,0.881298,0.541319,0.535163
24100,proposed_adaptive_hgrl,Proposed,0.884175,0.539705,0.533731
24200,proposed_adaptive_hgrl,Proposed,0.881356,0.541088,0.534971
24300,proposed_adaptive_hgrl,Proposed,0.885203,0.538698,0.533342
24400,proposed_adaptive_hgrl,Proposed,0.882540,0.539712,0.534713
24500,proposed_adaptive_hgrl,Proposed,0.883477,0.538606,0.534558
24600,proposed_adaptive_hgrl,Proposed,0.882038,0.538684,0.535571
24700,proposed_adaptive_hgrl,Proposed,0.885552,0.535928,0.534457
24800,proposed_adaptive_hgrl,Proposed,0.880480,0.537775,0.537286
24900,proposed_adaptive_hgrl,Proposed,0.876932,0.538693,0.539518
25000,proposed_adaptive_hgrl,Proposed,0.881091,0.535274,0.538351
25100,proposed_adaptive_hgrl,Proposed,0.884359,0.532290,0.537670
25200,proposed_adaptive_hgrl,Proposed,0.876851,0.535152,0.541885
25300,proposed_adaptive_hgrl,Proposed,0.878505,0.532948,0.542048
25400,proposed_adaptive_hgrl,Proposed,0.875223,0.533454,0.544501
25500,proposed_adaptive_hgrl,Proposed,0.876557,0.531386,0.544899
25600,proposed_adaptive_hgrl,Proposed,0.875362,0.530725,0.546478
25700,proposed_adaptive_hgrl,Proposed,0.873631,0.530387,0.548328
25800,proposed_adaptive_hgrl,Proposed,0.868853,0.531780,0.551582
25900,proposed_adaptive_hgrl,Proposed,0.867959,0.531087,0.553092
26000,proposed_adaptive_hgrl,Proposed,0.867461,0.530216,0.554400
26100,proposed_adaptive_hgrl,Proposed,0.870328,0.527623,0.554221
26200,proposed_adaptive_hgrl,Proposed,0.864105,0.530085,0.558082
26300,proposed_adaptive_hgrl,Proposed,0.868023,0.527108,0.557378
26400,proposed_adaptive_hgrl,Proposed,0.860942,0.530310,0.561597
26500,proposed_adaptive_hgrl,Proposed,0.861737,0.529290,0.562214
26600,proposed_adaptive_hgrl,Proposed,0.864502,0.527341,0.561910
26700,proposed_adaptive_hgrl,Proposed,0.858247,0.530458,0.565576
26800,proposed_adaptive_hgrl,Proposed,0.861321,0.528610,0.564997
26900,proposed_adaptive_hgrl,Proposed,0.855468,0.531820,0.568364
27000,proposed_adaptive_hgrl,Proposed,0.854726,0.532377,0.569362
27100,proposed_adaptive_hgrl,Proposed,0.860405,0.529539,0.567380
27200,proposed_adaptive_hgrl,Proposed,0.853327,0.533875,0.571063
27300,proposed_adaptive_hgrl,Proposed,0.851307,0.535542,0.572359
27400,proposed_adaptive_hgrl,Proposed,0.854210,0.534629,0.571343
27500,proposed_adaptive_hgrl,Proposed,0.849940,0.537809,0.573479
27600,proposed_adaptive_hgrl,Proposed,0.851521,0.537859,0.572864
27700,proposed_adaptive_hgrl,Proposed,0.850279,0.539573,0.573430
27800,proposed_adaptive_hgrl,Proposed,0.848057,0.541919,0.574341
27900,proposed_adaptive_hgrl,Proposed,0.845635,0.544470,0.575260
28000,proposed_adaptive_hgrl,Proposed,0.842929,0.547207,0.576186
28100,proposed_adaptive_hgrl,Proposed,0.848821,0.545233,0.573128
28200,proposed_adaptive_hgrl,Proposed,0.845393,0.548470,0.574219
28300,proposed_adaptive_hgrl,Proposed,0.852992,0.545625,0.570236
28400,proposed_adaptive_hgrl,Proposed,0.848425,0.549471,0.571650
28500,proposed_adaptive_hgrl,Proposed,0.848874,0.550521,0.570715
28600,proposed_adaptive_hgrl,Proposed,0.856643,0.547571,0.566468
28700,proposed_adaptive_hgrl,Proposed,0.850235,0.552286,0.568471
28800,proposed_adaptive_hgrl,Proposed,0.853616,0.551568,0.566026
